date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,european_aqi
2022-08-01,,,,,,,,,,,
2022-08-02,,,,,,,,,,,
2022-08-03,,,,,,,,,,,
2022-08-04,23.974999999999998,9.016666666666667,123.04166666666667,2.4375,6.570833333333333,61.833333333333336,0.28750000000000003,26.541666666666668,2.1875,,
2022-08-05,30.7625,14.058333333333332,176.25,4.166666666666667,11.683333333333332,87.91666666666667,0.2608333333333333,30.5,2.1770833333333335,50.166666666666664,37.875
2022-08-06,12.3125,6.758333333333333,112.33333333333333,2.216666666666667,5.929166666666667,52.458333333333336,0.2325,1.2083333333333333,1.7562499999999999,43.0,24.541666666666668
2022-08-07,20.229166666666668,7.6625000000000005,117.41666666666667,1.8416666666666668,4.145833333333333,59.166666666666664,0.31166666666666665,21.625,1.96875,29.875,23.708333333333332
2022-08-08,39.18333333333333,12.5,150.5,2.7375000000000003,8.5875,86.33333333333333,0.33416666666666667,53.833333333333336,2.2395833333333335,43.083333333333336,36.875
2022-08-09,28.854166666666668,12.049999999999999,159.79166666666666,2.4541666666666666,7.795833333333333,78.70833333333333,0.3970833333333333,27.125,1.6375,53.791666666666664,37.041666666666664
2022-08-10,31.770833333333332,10.983333333333334,115.375,0.7000000000000001,1.3916666666666666,49.041666666666664,0.5179166666666667,38.291666666666664,1.45625,42.0,23.833333333333332
2022-08-11,73.95,17.004166666666666,100.625,1.0875000000000001,2.029166666666667,62.916666666666664,0.64,133.91666666666666,1.8708333333333333,57.458333333333336,59.583333333333336
2022-08-12,52.291666666666664,12.679166666666667,112.66666666666667,2.1875,5.304166666666666,70.75,0.33958333333333335,88.75,1.9979166666666668,55.458333333333336,65.91666666666667
2022-08-13,30.375,11.7125,109.375,2.2875,5.25,66.875,0.16458333333333333,31.125,1.7791666666666668,48.625,40.75
