date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,european_aqi
2022-07-12 00:00:00.000000,80.6800790332676,25.796075579879055,139.9268371000305,1.7575663757959563,2.4215007204399996,69.41763678988337,0.32890030761480027,117.46806851645468,2.0764089040808136,78.71432749445961,69.57525061574074
2022-07-13 00:00:00.000000,80.6800790332676,25.796075579879055,139.9268371000305,1.7575663757959563,2.4215007204399996,69.41763678988337,0.32890030761480027,117.46806851645468,2.0764089040808136,78.71432749445961,69.57525061574074
2022-07-14 00:00:00.000000,80.6800790332676,25.796075579879055,139.9268371000305,1.7575663757959563,2.4215007204399996,69.41763678988337,0.32890030761480027,117.46806851645468,2.0764089040808136,78.71432749445961,69.57525061574074
2022-07-15 00:00:00.000000,23.975,9.016666666666667,123.04166666666669,2.4375,6.570833333333333,61.833333333333336,0.2875,26.541666666666668,2.1875,78.71432749445961,69.57525061574074
2022-07-16 00:00:00.000000,30.7625,14.058333333333332,176.25,4.166666666666667,11.683333333333332,87.91666666666667,0.2608333333333333,30.5,2.177083333333333,50.16666666666666,37.875
2022-07-17 00:00:00.000000,12.3125,6.758333333333333,112.33333333333331,2.216666666666667,5.929166666666667,52.458333333333336,0.2325,1.2083333333333333,1.75625,43.0,24.541666666666668
2022-07-18 00:00:00.000000,20.229166666666668,7.6625,117.41666666666669,1.8416666666666668,4.145833333333333,59.16666666666666,0.3116666666666666,21.625,1.96875,29.875,23.70833333333333
2022-07-19 00:00:00.000000,39.18333333333333,12.5,150.5,2.7375000000000003,8.5875,86.33333333333333,0.3341666666666666,53.833333333333336,2.239583333333333,43.083333333333336,36.875
2022-07-20 00:00:00.000000,28.854166666666668,12.05,159.79166666666666,2.4541666666666666,7.795833333333333,78.70833333333333,0.3970833333333333,27.125,1.6375,53.79166666666666,37.04166666666666
2022-07-21 00:00:00.000000,31.77083333333333,10.983333333333334,115.375,0.7000000000000001,1.3916666666666666,49.04166666666666,0.5179166666666667,38.29166666666666,1.45625,42.0,23.83333333333333
2022-07-22 00:00:00.000000,73.95,17.004166666666666,100.625,1.0875,2.029166666666667,62.91666666666666,0.64,133.91666666666666,1.8708333333333331,57.458333333333336,59.583333333333336
2022-07-23 00:00:00.000000,52.29166666666666,12.679166666666667,112.66666666666669,2.1875,5.304166666666666,70.75,0.3395833333333333,88.75,1.9979166666666668,55.458333333333336,65.91666666666667
2022-07-24 00:00:00.000000,30.375,11.7125,109.375,2.2875,5.25,66.875,0.1645833333333333,31.125,1.7791666666666668,48.625,40.75
2022-07-25 00:00:00.000000,44.17083333333333,14.475,99.91666666666669,1.3958333333333333,2.9875000000000003,60.29166666666666,0.2266666666666666,55.375,2.597916666666667,53.66666666666666,38.958333333333336
2022-07-26 00:00:00.000000,38.72916666666666,11.85,100.33333333333331,0.9416666666666668,1.9791666666666667,52.583333333333336,0.4191666666666667,53.29166666666666,2.06875,52.04166666666666,43.958333333333336
2022-07-27 00:00:00.000000,35.0625,11.925,97.54166666666669,0.85,1.725,54.75,0.6749999999999999,38.25,1.9291666666666665,47.91666666666666,35.458333333333336
2022-07-28 00:00:00.000000,44.04166666666666,12.208333333333334,103.79166666666669,1.2375,2.704166666666667,63.0,0.7995833333333334,61.91666666666666,1.5458333333333334,50.708333333333336,39.75
